# Constructed from biom file
#OTU ID	recip.220.WT.OB1.D7	recip.290.ASO.OB2.D1	recip.389.WT.HC2.D21	recip.391.ASO.PD2.D14	recip.391.ASO.PD2.D21	recip.391.ASO.PD2.D7	recip.400.ASO.HC2.D14	recip.401.ASO.HC2.D7	recip.403.ASO.PD2.D21	recip.411.ASO.HC2.D14	recip.411.ASO.HC2.D21	recip.411.ASO.HC2.D49	recip.412.ASO.HC2.D14	recip.412.ASO.HC2.D7	recip.413.WT.HC2.D7	recip.456.ASO.HC3.D49	recip.458.ASO.HC3.D21	recip.458.ASO.HC3.D49	recip.459.WT.HC3.D14	recip.459.WT.HC3.D21	recip.459.WT.HC3.D49	recip.460.WT.HC3.D14	recip.460.WT.HC3.D21	recip.460.WT.HC3.D7	recip.461.ASO.HC3.D21	recip.461.ASO.HC3.D49	recip.461.ASO.HC3.D7	recip.462.WT.PD3.D14	recip.462.WT.PD3.D21	recip.462.WT.PD3.D49	recip.462.WT.PD3.D7	recip.463.WT.PD3.D14	recip.463.WT.PD3.D21	recip.463.WT.PD3.D7	recip.464.WT.PD3.D14	recip.465.ASO.PD3.D14	recip.465.ASO.PD3.D7	recip.466.ASO.PD3.D7	recip.467.WT.HC3.D49.a	recip.467.WT.HC3.D49.b	recip.536.ASO.PD4.D49	recip.537.WT.PD4.D21	recip.538.WT.PD4.D21	recip.539.ASO.PD4.D14	recip.539.ASO.PD4.D7	recip.540.ASO.HC4.D14	recip.540.ASO.HC4.D7
fd1f139259c53276619476db0cc81913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.0	32.0	0.0	0.0	0.0	0.0	0.0	214.0	73.0	0.0	0.0	120.0	0.0	16.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79280cea51a6fe8a3432b2f266dd34db	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	7.0	0.0	0.0	65.0	0.0	0.0	111.0	0.0	59.0	42.0	0.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	43.0
0c70bdd5631104dd3d818561c9166f6c	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	14.0	0.0	0.0	161.0	0.0	31.0	16.0	16.0	61.0	67.0	16.0	0.0	0.0	0.0	15.0	28.0	0.0	24.0	76.0	9.0	0.0	0.0
efc53dead4f6aa3c5c7b6bc3ebd55544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	7.0	12.0	0.0	0.0	0.0	10.0	13.0	5.0	13.0	18.0	17.0	0.0	25.0	12.0	61.0	34.0	19.0	40.0	3.0	7.0	41.0	31.0	22.0	40.0	38.0	62.0	19.0	19.0
ed359a2407b2ca10646f03d8714727b8	8.0	17.0	38.0	29.0	42.0	50.0	37.0	27.0	9.0	63.0	0.0	0.0	0.0	35.0	0.0	26.0	64.0	9.0	0.0	52.0	0.0	17.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4c2189b6b5ced3cb80093414e9449de9	0.0	0.0	80.0	0.0	0.0	75.0	0.0	69.0	0.0	0.0	70.0	47.0	11.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	25.0	0.0	21.0	0.0	0.0	21.0	60.0
60c57911662a9159dfdd0fc05d975a55	0.0	0.0	0.0	0.0	0.0	21.0	11.0	101.0	25.0	0.0	0.0	0.0	0.0	19.0	0.0	73.0	53.0	21.0	0.0	97.0	0.0	20.0	0.0	34.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8a83cfd5eb074b5dbc6118eb03ef915e	0.0	0.0	0.0	23.0	31.0	0.0	36.0	10.0	0.0	77.0	57.0	0.0	64.0	15.0	36.0	0.0	84.0	0.0	0.0	47.0	0.0	0.0	0.0	27.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1276e75750b8088464a4275ad0c81579	11.0	0.0	190.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6a17479edbe461431433bddb084f731e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	5.0	0.0	0.0	116.0	76.0	24.0	0.0	42.0	0.0	21.0	0.0	194.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56c3d1a8e4dc5c2aa7afbc1563559448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	8.0	0.0	0.0	49.0	0.0	0.0	37.0	0.0	9.0	27.0	0.0	49.0	0.0	0.0	21.0	24.0	16.0	10.0	46.0	76.0	23.0	65.0
f609a7a60f9d78d21f9d3344dd463ebd	21.0	25.0	30.0	14.0	79.0	29.0	0.0	7.0	0.0	0.0	87.0	44.0	71.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e644522cf6d7222c9da7f9ecf614cd89	0.0	52.0	71.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	59.0	0.0	0.0	0.0	97.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
597966c93921ecc2907ad15121cbcd2c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	21.0	12.0	14.0	155.0	9.0	0.0	13.0	0.0	9.0	23.0	22.0	0.0	9.0	21.0	0.0	14.0	10.0	16.0	0.0	30.0
d2d1d9d57e61a764383ea2c84cef04c5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	20.0	0.0	17.0	0.0	12.0	0.0	0.0	24.0	9.0	29.0	0.0	19.0	38.0	17.0	0.0	44.0	18.0	0.0	0.0	13.0	9.0	0.0	12.0	20.0	46.0	20.0	8.0
f383301e7fc9100853de9ac3bc236047	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	39.0	0.0	0.0	31.0	0.0	64.0	10.0	37.0	0.0	0.0	15.0	0.0	7.0	0.0	65.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2f3b51e3f7acc3c9f66f1552b67a0209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	43.0	35.0	0.0	35.0	0.0	34.0	0.0	0.0	0.0	6.0	0.0	17.0	0.0	28.0
3e93fd55a231bb99b67a666bad8446a8	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	9.0	0.0	6.0	0.0	13.0	0.0	0.0	39.0	24.0	0.0	17.0	12.0	17.0	16.0	12.0	0.0	30.0	10.0	0.0	0.0	16.0	14.0	22.0	25.0
a7afea19e18742d1f98968e526a4d848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	84.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fea3411c847e6627afb5e78b88e2e9af	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	21.0	0.0	15.0	0.0	80.0	43.0	23.0	0.0	0.0	0.0	0.0	8.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	6.0	0.0	13.0	19.0	0.0	0.0
539c656b9710b0099a96a678b3023299	0.0	0.0	0.0	0.0	14.0	103.0	0.0	65.0	0.0	10.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a75b0438ad19fb4e31f4d58c2d49ea02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	16.0	0.0	29.0	0.0	0.0	6.0	0.0	31.0	0.0	14.0	0.0	7.0	15.0	10.0	0.0	29.0	0.0	0.0	0.0	0.0	13.0	0.0	16.0	32.0	9.0	15.0	7.0
c942f59feffce9c3ab527135de234101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	7.0
39bb3fb5b2257fd2eacca408dc42c5d1	0.0	5.0	0.0	0.0	0.0	27.0	0.0	28.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99dda7b5337bc09a69e9e27bab56fd79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	11.0	0.0	0.0	20.0	3.0	9.0	23.0	16.0	18.0	16.0
c82032c40c98975f71892e4be561c87a	0.0	0.0	8.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	20.0	0.0	0.0	0.0	8.0	0.0	0.0	7.0	0.0	7.0	0.0	0.0	0.0	14.0	17.0	0.0	20.0	0.0	0.0	0.0	14.0	0.0	31.0	13.0	8.0	6.0	0.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	11.0
867ef55516e42915f9969f14b3640967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	10.0	0.0	0.0	53.0	53.0
f12011ad5219b22b6ca790103333a755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	21.0	17.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	8.0	5.0	0.0	12.0	37.0
61795ee8e60f4a0f66080ab812573fb8	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	24.0	0.0	0.0	0.0	25.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
436497b0e3edb384200f5b9b82883182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	10.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	9.0	30.0	0.0	0.0	26.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	15.0	0.0	17.0
98f949633286bc12c8a26a7ee2de2a55	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7236beef2afd3daa8faca0b3865918a7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64d0a182b41ddc2ed31ebfc1dd2dab3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	66.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	53.0
42019875482bfb1e4ef010ce0cc617b8	0.0	0.0	0.0	0.0	11.0	56.0	5.0	35.0	0.0	0.0	0.0	0.0	9.0	0.0	10.0	8.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4d9e31dc68d6d5c708f70143f73f54b7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	10.0	0.0	0.0	0.0	0.0	16.0	0.0	4.0	0.0	3.0	11.0	7.0	0.0	8.0	0.0	6.0	0.0	0.0	0.0	21.0	31.0	0.0	5.0	6.0	0.0	8.0	4.0
fcc915000295812eecfa7245a74346e9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	35.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0d357d84911ef4a089c6ae3c6deb39b9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	7.0	0.0	6.0	10.0	7.0	0.0	20.0	0.0	12.0	0.0	0.0	13.0	0.0	0.0	15.0	11.0	0.0	0.0	0.0	28.0	0.0	0.0
7ce470a3f833253f6d667fa6830abe07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	17.0	0.0	89.0	9.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b153e0852342c0738da791930625716f	0.0	0.0	6.0	12.0	8.0	0.0	4.0	11.0	0.0	0.0	18.0	11.0	0.0	0.0	36.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4acc36d268585bc3834e627756313b21	0.0	0.0	7.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
113ce005a880987438bdbe19ee22add8	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	46.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0
a544abd909afc727c4418e4e19eed417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	10.0	0.0	7.0	0.0	2.0	0.0	0.0	9.0	5.0	5.0	0.0	6.0	13.0	0.0	0.0	5.0	0.0	8.0	0.0	11.0	10.0	0.0	4.0	9.0	14.0	5.0	4.0
589c1370b3324a2d6cff6d1ff85341d1	4.0	0.0	8.0	14.0	6.0	0.0	6.0	8.0	0.0	0.0	35.0	16.0	27.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72d6ddeb60679dd2e2844fe039e1a760	0.0	0.0	7.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	14.0	41.0	10.0	0.0	0.0	3.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9f48f7b79ed6f3dcde8b25e0cf244d5d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	17.0	0.0	0.0	43.0	0.0	0.0	9.0	0.0	21.0	0.0	0.0	18.0	0.0	0.0
74923f4bbde849e27fc4eda25d757e2a	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	5.0	0.0	27.0	0.0	12.0	0.0	0.0	9.0	16.0	0.0	0.0	26.0	0.0	4.0	8.0	7.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58df89090206b56c52bfffa4b97f4d5d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	50.0	7.0	3.0
36247932c78308738fce8e71bb563ca0	0.0	0.0	0.0	17.0	20.0	0.0	0.0	11.0	5.0	26.0	0.0	0.0	21.0	13.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3017f87a3b0f5200ed54eca17eef3cbb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	3.0	0.0	9.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	15.0	9.0
4be97abf1ab678a8322783fab899c3a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	8.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	16.0	15.0	6.0	5.0	4.0	0.0	8.0	0.0	5.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
59597cd430deea6d8e0908dcd6db7e50	0.0	0.0	0.0	29.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e2c3ff4f647112723741aa72087f1bfa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
588a23811b3e98af68f4f0fb24a0daa8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	9.0	17.0	11.0	21.0	0.0	0.0	13.0
1ef782a559e3e0a4ab42516e0a2c828f	25.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	11.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5d141d74c8bd046171ec64835c4864b2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	6.0	0.0	6.0	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	17.0	4.0	2.0	7.0	0.0	9.0	0.0	0.0	2.0	0.0	13.0	0.0	8.0	0.0	0.0	0.0	0.0
3ca07c7b48bf227fc120979a40a65ecb	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b45c9784d674879d68d54362419a1d70	0.0	0.0	11.0	36.0	0.0	8.0	25.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c4b28302dba020a58dbae9c4db392f01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	47.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9a75764782a384ce3b83e019c8b2dd94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	12.0
adab39c80998d5e7787770c5e2d7e66f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	42.0	0.0	0.0
34cddd9fe152c24d78924ef25927d67c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a4a7fc8070f004bdedee4d9833412f63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	34.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4b548f1f6fc22f32237396b7d4ffee6e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	10.0	0.0	21.0	0.0	25.0	0.0	0.0
